Indicator,MoA Type ,MoA,Drug,Title,URL,Author,PMID,Abstract,Date
Narcolepsy,Inhibitor,The mechanism of action for the drugs in this article is to act as central nervous system stimulants. The article does not provide information on the specific receptor subtype(s) and target of the chemical reaction for these drugs.,"amphetamine, mazindol, and fencamfamin","Amphetamine, mazindol, and fencamfamin in narcolepsy.",https://pubmed.ncbi.nlm.nih.gov/2859077/,"Shindler J, Schachter M, Brincat S, Parkes JD.",2859077,"Twenty patients with the narcoleptic syndrome were treated separately with dexamphetamine sulphate tablets 10 and 30 mg, Dexedrine Spansules 10 mg, mazindol 4 mg, and fencamfamin hydrochloride 60 mg daily. Each drug was given for four weeks and the effects compared. In these dosages the reported frequency of attacks of narcolepsy was roughly halved with each treatment, dexamphetamine 30 mg daily being only slightly more potent than 10 mg. The subjective effects of Dexedrine tablets and Spansules could not be distinguished by most patients. Effects on mood, alertness, and sympathomimetic side effects were largely inseparable with all these drugs, but a decrease in appetite was not reported by patients with narcolepsy.Adult Aged Amphetamines / adverse effects Amphetamines / therapeutic use* Central Nervous System Stimulants / adverse effects Central Nervous System Stimulants / therapeutic use* Female Humans Indoles / therapeutic use* Male Mazindol / adverse effects Mazindol / therapeutic use* Middle Aged Narcolepsy / drug therapy* Norbornanes / adverse effects Norbornanes / therapeutic use*",1985 Apr 20
Narcolepsy,Inhibitor,"The drug being evaluated in this study is modafinil, which is a central nervous system stimulant. The mechanism of action of modafinil is not specified in this article, but it is known to increase wakefulness and alertness by affecting neurotransmitters such as dopamine, norepinephrine, and orexin. It does not bind to any specific receptors.",modafinil,"The effect of modafinil on cortical excitability in patients with narcolepsy: a randomized, placebo-controlled, crossover study.",https://pubmed.ncbi.nlm.nih.gov/20810312/,"Joo EY, Hong SB, Kim HJ, Lim YH, Koo DL, Ji KH, Tae WS.",20810312,"To investigate the effect of modafinil on cortical excitability in patients with narcolepsy using transcranial magnetic stimulation (TMS).
Nineteen drug-naïve narcolepsy patients with cataplexy (10 males, 9 females, and mean age 28.5 years) and 25 age- and sex-matched healthy controls were recruited. In this double-blind, randomized, crossover study, patients and controls received a single dose of 400mg modafinil or placebo. Modafinil and placebo administrations were separated by a 2-week washout period. TMS parameters, such as resting motor thresholds (RMT), motor-evoked potential (MEP) amplitudes, cortical silent periods (CSP), short-interval intracortical inhibition (SICI), and intracortical facilitation (ICF), were measured before and 3h after administering modafinil or placebo. The differences of TMS parameters were statistically tested between patients and controls and between before and after modafinil or placebo administration.
Narcolepsy patients had significantly increased CSP durations compared to controls (independent t-test, P<0.05), indicating decreased excitability of cortical networks in human narcolepsy. In patients after modafinil administration, MEP amplitudes, SICI, and ICF increased, and CSP duration shortened significantly, meaning enhanced motor excitability, whereas in controls modafinil did not change TMS parameters significantly. Placebo administration did not affect TMS parameters both in patients or controls.
Narcolepsy patients with cataplexy showed decreased cortical excitability than normal healthy controls. Single dose modafinil significantly increased motor excitability in narcolepsy patients but had no effect in healthy controls.Adult Benzhydryl Compounds / pharmacology Benzhydryl Compounds / therapeutic use* Case-Control Studies Central Nervous System Stimulants / pharmacology Central Nervous System Stimulants / therapeutic use* Cross-Over Studies Double-Blind Method Electromyography Evoked Potentials, Motor / drug effects Evoked Potentials, Motor / physiology Female Humans Male Middle Aged Modafinil Motor Cortex / drug effects* Motor Cortex / physiopathology Narcolepsy / drug therapy* Narcolepsy / physiopathology Transcranial Magnetic Stimulation Young Adult",2010 Oct
Narcolepsy,Inhibitor,The drug being evaluated in the article is modafinil. The article does not provide information on the mechanism of action or receptor subtype targeted by modafinil.,modafinil,"Maintenance of Wakefulness Test, real and simulated driving in patients with narcolepsy/hypersomnia.",https://pubmed.ncbi.nlm.nih.gov/30735912/,"Sagaspe P, Micoulaud-Franchi JA, Coste O, LÃ©ger D, EspiÃ© S, Davenne D, Lopez R, Dauvilliers Y, Philip P.",30735912,"To assess the relationship between real and simulated driving performance and the objective level of alertness as measured by the Maintenance of Wakefulness Test (MWT) in patients suffering from narcolepsy or idiopathic hypersomnia.
Twenty-seven patients (10 patients with narcolepsy, type 1 (n = 7) and type 2 (n = 3), and 17 patients with idiopathic hypersomnia, mean age = 33.8 ± 11.1 years, range = 18-65 y; four males) were recruited in a randomized, crossover, double-blind placebo-controlled trial, and compared to 27 matched healthy controls. Patients were randomly assigned to receive modafinil (400 mg) or placebo before the driving test (2 h of real and 2 h of simulated highway driving for each patient). Standard deviation of lateral position (SDLP) of the vehicle in real and simulated driving and mean sleep latency in a 4 × 40 min MWT were assessed.
Untreated patients presented shorter sleep latencies on the MWT (20.8 (IQ range 16.1-32.9) vs. 34.9 min (IQ range 28.1-40.0)) and worse simulated driving performance (P < 0.001) than treated patients. Nevertheless, treated patients still exhibited shorter mean sleep latencies on the MWT than controls (34.9 (IQ range 28.1-40.0) vs. 40 min (IQ range 37.1-40.0), P < 0.05), but driving performance was identical in both groups. The SDLP of the vehicle in real driving conditions and the MWT score correlated with the SDLP in simulated driving (respectively, r = 0.34, P < 0.05 and r = -0.56, P < 0.001).
In patients with narcolepsy/idiopathic hypersomnia, simulated driving and MWT explore different dimensions of fitness-to-drive and could be used complementarily to better evaluate sleep-related driving impairment.Adult Automobile Driving* / psychology Computer Simulation* Cross-Over Studies Double-Blind Method Humans Idiopathic Hypersomnia / diagnosis* Idiopathic Hypersomnia / drug therapy Idiopathic Hypersomnia / psychology Middle Aged Modafinil / pharmacology Modafinil / therapeutic use Narcolepsy / diagnosis* Narcolepsy / drug therapy Narcolepsy / psychology Wakefulness / drug effects Wakefulness / physiology* Wakefulness-Promoting Agents / pharmacology Wakefulness-Promoting Agents / therapeutic use Young Adult",2019 Mar
Narcolepsy,Inhibitor,"The drug being evaluated is caffeine, which is not a receptor subtype or a mechanism of action.",caffeine,The effects of caffeine on drowsiness in patients with narcolepsy: a double-blind randomized controlled pilot study.,https://pubmed.ncbi.nlm.nih.gov/32215834/,"Aldosari MS, Olaish AH, Nashwan SZ, Abulmeaty MMA, BaHammam AS.",32215834,"The effects of caffeine on drowsiness and reaction time in patients with narcolepsy are unclear. We aimed to assess the effects of caffeine as add-on therapy in narcolepsy patients.
A randomized, double-blind, placebo-control clinical pilot trial was conducted with a parallel, two-arm trial allocation ratio of 1:1. Participants attended two study visits 7 days apart. The drug was administered orally in a single opaque capsule containing 200 mg caffeine/placebo daily in the morning for 1 week. Sleepiness was assessed objectively using infrared reflectance oculography to measure the percentage of long eye closure (LEC%) and subjectively using two sleepiness scales, the Stanford Sleepiness Scale (SSS) and Karolinska Sleepiness Scale (KSS). Parameters were measured at baseline (BL) prior to taking the drug, after taking the first dose (FD), and after 1 week (WD) of daily caffeine.
Sixteen participants with narcolepsy were included. No significant differences between groups in baseline measurements were observed. LEC% was significantly decreased after the FD and WD compared with baseline levels (BL 1.4 ± 2.1 vs. FD 0.06 ± 0.0.6 and WD 0.03 ± 0.04). Significant improvements in alertness were observed using the KSS when comparing BL with FD and WD (6.3 ± 1.6, 4.9 ± 1.7, and 4.7 ± 1.7, respectively; p = 0.01). No changes in reaction time or SSS scores were noted.
Our findings suggest that a small dose of caffeine has positive effects on alertness in patients with narcolepsy. However, larger trials are required to confirm these findings.
ClinicalTrial.gov NCT02832336.Adult Caffeine / therapeutic use* Double-Blind Method Humans Male Narcolepsy / drug therapy* Pilot Projects Treatment Outcome Young Adult",2020 Dec
Narcolepsy,Inhibitor,The article does not provide information about the specific mechanisms of action or receptor subtypes of the drugs being evaluated (pitolisant and modafinil).,modafinil,"Comparing Treatment Effect Measurements in Narcolepsy: The Sustained Attention to Response Task, Epworth Sleepiness Scale and Maintenance of Wakefulness Test.",https://pubmed.ncbi.nlm.nih.gov/25902810/,"van der Heide A, van Schie MK, Lammers GJ, Dauvilliers Y, Arnulf I, Mayer G, Bassetti CL, Ding CL, Lehert P, van Dijk JG.",25902810,"To validate the Sustained Attention to Response Task (SART) as a treatment effect measure in narcolepsy, and to compare the SART with the Maintenance of Wakefulness Test (MWT) and the Epworth Sleepiness Scale (ESS).
Validation of treatment effect measurements within a randomized controlled trial (RCT).
Ninety-five patients with narcolepsy with or without cataplexy.
The RCT comprised a double-blind, parallel-group, multicenter trial comparing the effects of 8-w treatments with pitolisant (BF2.649), modafinil, or placebo (NCT01067222). MWT, ESS, and SART were administered at baseline and after an 8-w treatment period. The severity of excessive daytime sleepiness and cataplexy was also assessed using the Clinical Global Impression scale (CGI-C).
The SART, MWT, and ESS all had good reliability, obtained for the SART and MWT using two to three sessions in 1 day. The ability to distinguish responders from nonresponders, classified using the CGI-C score, was high for all measures, with a high performance for the SART (r = 0.61) and the ESS (r = 0.54).
The Sustained Attention to Response Task is a valid and easy-to-administer measure to assess treatment effects in narcolepsy, enhanced by combining it with the Epworth Sleepiness Scale.Adult Attention / drug effects* Benzhydryl Compounds / therapeutic use* Cataplexy / drug therapy Cataplexy / physiopathology Cataplexy / psychology Double-Blind Method Female Humans Male Modafinil Narcolepsy / drug therapy* Narcolepsy / physiopathology* Narcolepsy / psychology Piperidines / therapeutic use* Reproducibility of Results Sleep Stages / drug effects* Time Factors Treatment Outcome Wakefulness / drug effects*",2015 Jul 1
Narcolepsy,Inhibitor,"The article discusses the use of L-tyrosine as a treatment for narcolepsy, but it does not provide information on the specific mechanism of action or receptor subtype being targeted.",L-tyrosine,Treatment of narcolepsy with L-tyrosine: double-blind placebo-controlled trial.,https://pubmed.ncbi.nlm.nih.gov/2572797/,"Elwes RD, Crewes H, Chesterman LP, Summers B, Jenner P, Binnie CD, Parkes JD.",2572797,"A randomised, double-blind, placebo-controlled study of L-tyrosine was done in ten subjects with narcolepsy and cataplexy. Of twenty-eight visual analogue scales rating mood and arousal, the subjects' ratings in the tyrosine treatment (9 g daily) and placebo periods differed significantly for only three (less tired, less drowsy, more alert). Ratings of daytime drowsiness, cataplexy, sleep paralysis, night-time sleep, overall clinical response, and measurements of multiple sleep latency and tests of speed and attention did not differ significantly between tyrosine and placebo periods. Dietary supplementation with tyrosine 9 g daily for 4 weeks seems to have a mild stimulant action on the central nervous system but this effect is not clinically significant in the treatment of the narcoleptic syndrome.Adult Affect / drug effects Arousal / drug effects Behavior / drug effects Cataplexy / drug therapy Double-Blind Method Drug Evaluation Female Humans Male Middle Aged Narcolepsy / drug therapy* Random Allocation Sleep, REM / drug effects Tyrosine / administration & dosage Tyrosine / therapeutic use*",1989 Nov 4
Narcolepsy,Inhibitor,"The mechanism of action of the drug being evaluated in the article is not specified. However, the drug in question is sodium oxybate, which is a central nervous system depressant that is thought to increase the amount of deep sleep and improve sleep continuity in patients with narcolepsy. Therefore, it does not work through specific receptors or target a specific chemical reaction.",sodium oxybate,"The nightly use of sodium oxybate is associated with a reduction in nocturnal sleep disruption: a double-blind, placebo-controlled study in patients with narcolepsy.",https://pubmed.ncbi.nlm.nih.gov/21206549/,"Black J, Pardi D, Hornfeldt CS, Inhaber N.",21206549,"To further explore the effects of sodium oxybate (SXB) administration on nocturnal sleep in narcolepsy patients during a double-blind, placebo-controlled, parallel group study conducted with 228 adult patients with narcolepsy/cataplexy in the United States, Canada, and Europe.
Patients were withdrawn from antidepressants and sedative/hypnotics, and then randomized to receive 4.5, 6, or 9 g SXB or placebo nightly for 8 weeks. Patients receiving 6 and 9 g/night doses were titrated to their final dose in weekly 1.5 g increments, while patients receiving placebo were randomized to undergo a similar mock dose titration. The use of stimulant therapy continued unchanged. Changes in sleep architecture were measured using centrally scored nocturnal polysomnograms. Daily diaries were used to record changes in narcolepsy symptoms and adverse events.
Following 8 weeks of SXB treatment, study patients demonstrated significant dose-related increases in the duration of stage 3 and 4 sleep, reaching a median increase of 52.5 minutes in patients receiving 9 g nightly. Compared to placebo-treated patients, delta power was significantly increased in all dose groups. Stage 1 sleep and the frequency of nocturnal awakenings were each significantly decreased at the 6 and 9 g/night doses. The changes in nocturnal sleep coincided with significant decreases in the severity and frequency of narcolepsy symptoms.
The nightly administration of SXB to narcolepsy patients significantly impacts measures of slow wave sleep, wake after sleep onset, awakenings, total sleep time, and stage 1 sleep in a dose-related manner. The frequency and severity of narcolepsy symptoms decreased with treatment.Adjuvants, Anesthesia / administration & dosage* Adjuvants, Anesthesia / adverse effects Administration, Oral Adolescent Adult Aged Analysis of Variance Cataplexy / diagnosis Cataplexy / drug therapy Circadian Rhythm Dose-Response Relationship, Drug Double-Blind Method Drug Administration Schedule Female Follow-Up Studies Humans Male Middle Aged Narcolepsy / diagnosis* Narcolepsy / drug therapy* Polysomnography / methods Reference Values Severity of Illness Index Sodium Oxybate / administration & dosage* Sodium Oxybate / adverse effects Time Factors Treatment Outcome Young Adult",2010 Dec 15
Narcolepsy,Inhibitor,There is no mention of any drugs being evaluated in this article.,stimulant medications,A comparison of three different sleep schedules for reducing daytime sleepiness in narcolepsy.,https://pubmed.ncbi.nlm.nih.gov/11403522/,"Rogers AE, Aldrich MS, Lin X.",11403522,"To determine if the combination of scheduled sleep periods and stimulant medications were more effective than stimulant medications alone in controlling the excessive daytime sleepiness experienced by narcoleptic patients.
Twenty-nine treated narcoleptic subjects were randomly assigned to one of three treatment groups: 1) two 15-minute naps per day; 2) a regular schedule for nocturnal sleep; or 3) a combination of scheduled naps and regular bedtimes. Measures of symptom severity and unscheduled daytime were obtained at baseline and at the end of the two-week treatment period, using the Narcolepsy Symptom Status Questionnaire (NSSQ) and 24-hour ambulatory polysomnographic monitoring. No alterations were made in stimulant medications during the study period.
N/A.
N/A.
N/A.
The addition of two-15 minute naps did not alter either symptom severity or the duration of unscheduled daytime sleep. Regular times for nocturnal sleep reduced perceived symptom severity, but did not reduce the amount of unscheduled daytime sleep. Only the combination of scheduled naps and regular nocturnal sleep times, significantly reduced both symptom severity and the amount of unscheduled daytime sleep in treated narcoleptic subjects. The type of sleep schedule prescribed, however, was less important than the severity of the patients' pre-treatment daytime sleepiness. Subjects with severe daytime sleepiness benefited from the addition of scheduled sleep periods, while those who were only moderately sleepy or able to maintain alertness did not benefit from scheduled sleep periods.
Scheduled sleep periods are helpful for only those patients who remain profoundly sleepy despite stimulant medications and should not be prescribed for all patients with narcolepsy.Adult Circadian Rhythm / physiology* Disorders of Excessive Somnolence / complications Disorders of Excessive Somnolence / prevention & control* Female Humans Male Narcolepsy / complications Narcolepsy / prevention & control* Polysomnography Sleep / physiology* Surveys and Questionnaires",2001 Jun 15
Narcolepsy,Inhibitor,"The article does not provide information on the specific receptors targeted by the drugs. Sodium oxybate and modafinil are both indicated for the treatment of narcolepsy, but their mechanisms of action differ. Sodium oxybate is a central nervous system depressant that enhances slow-wave sleep and consolidates nighttime sleep. Modafinil is a wakefulness-promoting agent that reduces daytime sleepiness. The study evaluated the effects of these drugs, administered alone or in combination, on disrupted nighttime sleep in narcolepsy patients.",sodium oxybate,"Effect of sodium oxybate, modafinil, and their combination on disrupted nighttime sleep in narcolepsy.",https://pubmed.ncbi.nlm.nih.gov/29221779/,"Dauvilliers Y, Roth T, Guinta D, Alvarez-Horine S, Dynin E, Black J.",29221779,"To assess the effects of three narcolepsy treatment modalities on sleep stage shifts associated with disrupted nighttime sleep (DNS) using data from a clinical trial.
Polysomnograms were reviewed from 155 patients (who had these data available at baseline and 8 weeks) of the 278 patients who were randomized to placebo, 9-g sodium oxybate (SXB)/nightly, 200-600 mg/d modafinil, or SXB + modafinil. Major outcomes of these post hoc analyses, analyzed using analysis of covariance, were change from baseline in number of shifts from Stages N2/3/rapid eye movement (REM) to Stage N1/Wake, and from Stage N1/Wake to REM. Sleep quality was evaluated using the sleep-quality question from the Pittsburgh Sleep Quality Index.
SXB alone or in combination with modafinil significantly decreased the number of shifts from Stage N2/3/REM to Stage N1/Wake (p < 0.01); least-squares mean change in number of shifts from baseline was -0.6, -16.5, 1.8, and -13.7 in the placebo, SXB, modafinil and SXB + modafinil groups, respectively. A similar pattern was observed for changes in shifts from REM to Stage N1/Wake and from Stage N1/Wake to REM. Relative to placebo, sleep quality significantly improved with SXB and SXB + modafinil (p ≤ 0.05) but not with modafinil alone.
These results show that SXB with and without modafinil significantly consolidated sleep and improved patient-reported sleep quality relative to placebo. In contrast, no such effects were observed with modafinil alone, suggesting a specific effect of SXB on DNS in addition to its effect on daytime sleepiness. CLINICALTRIALS.
NCT00066170.Adult Benzhydryl Compounds / therapeutic use* Drug Therapy, Combination Female Humans Male Middle Aged Modafinil Narcolepsy / drug therapy* Polysomnography Sleep Stages / drug effects* Sodium Oxybate / therapeutic use* Treatment Outcome",2017 Dec
Narcolepsy,Inhibitor,"The mechanism of action of the drug armodafinil is not specified in the article, although it is classified as a central nervous system stimulant. Therefore, the target of the chemical reaction and receptor subtype(s) are not applicable to this article.",armodafinil,"Tolerability and efficacy of armodafinil in naÃ¯ve patients with excessive sleepiness associated with obstructive sleep apnea, shift work disorder, or narcolepsy: a 12-month, open-label, flexible-dose study with an extension period.",https://pubmed.ncbi.nlm.nih.gov/20957845/,"Schwartz JR, Khan A, McCall WV, Weintraub J, Tiller J.",20957845,"This 12-month, open-label, flexible-dose study with an extension period evaluated the tolerability and efficacy of armodafinil in patients with excessive sleepiness associated with treated obstructive sleep apnea (OSA), shift work disorder (SWD), or narcolepsy.
Armodafinil-naïve, adult patients with excessive sleepiness associated with treated OSA (n = 170), SWD (n = 108), or narcolepsy (n = 50) received armodafinil (100-250 mg) once daily (treated OSA or narcolepsy) or before night shifts (SWD). Patients with OSA were regular users of continuous positive airway pressure (CPAP) therapy. Efficacy measures included the Clinical Global Impression of Improvement (CGI-I) and the Epworth Sleepiness Scale (ESS).
Across the diagnosis groups, the most commonly occurring adverse event was headache (14%-24%). Forty-three patients (13%) and 13 patients (4%) were withdrawn because of adverse events and insufficient efficacy, respectively. Armodafinil did not adversely affect CPAP therapy. At the final visit, 80% (95% CI: 74.1, 86.7) of patients with treated OSA and 84% (72.7, 94.8) of patients with narcolepsy were rated on the CGI-I as at least minimally improved with regard to overall clinical condition; 98% (95.2, 100.0) of patients with SWD were rated as improved with regard to sleepiness during night shifts, including the commute to and from work. Armodafinil improved ESS total scores in patients with treated OSA (mean [SD] [95% CI] change from baseline, -7.3 [5.6] [-8.39, -6.30]) and patients with narcolepsy (-4.7 [6.0] [-7.41, -1.93]).
Armodafinil administered for 12 months or more was generally well tolerated and improved wakefulness in patients with excessive sleepiness associated with treated OSA, SWD, or narcolepsy. Armodafinil improved the overall clinical condition of patients with treated OSA or narcolepsy.Adult Aged Benzhydryl Compounds / adverse effects Benzhydryl Compounds / therapeutic use* Central Nervous System Stimulants / adverse effects Central Nervous System Stimulants / therapeutic use* Female Follow-Up Studies Headache / chemically induced Humans Male Middle Aged Modafinil Narcolepsy / drug therapy* Sleep Apnea, Obstructive / drug therapy* Sleep Disorders, Circadian Rhythm / drug therapy* Treatment Outcome Wakefulness / drug effects* Young Adult",2010 Oct 15
Narcolepsy,Inhibitor,"The mechanism of action of the drugs sodium oxybate and modafinil are not specified in the article. However, it is mentioned that they are both effective for treating excessive daytime sleepiness in narcolepsy.",modafinil,Sodium oxybate improves excessive daytime sleepiness in narcolepsy.,https://pubmed.ncbi.nlm.nih.gov/16895262/,"Black J, Houghton WC.",16895262,"To assess the effectiveness of sodium oxybate therapy, modafinil therapy and the combination of the two for excessive daytime sleepiness in narcolepsy patients previously taking modafinil.
Double-blind, placebo-controlled, multicenter study.
Forty-four sites in the United States, Canada, the Czech Republic, France, Germany, the Netherlands, Switzerland, and the United Kingdom.
Two hundred seventy- adult patients with narcolepsy taking 200 to 600 mg of modafinil daily for the treatment of excessive daytime sleepiness.
Patients received unchanged doses of modafinil (with sodium-oxybate placebo) during a 2-week baseline phase. Following a baseline polysomnogram and Maintenance of Wakefulness Test, they were randomly assigned to 1 of 4 treatment groups: sodium-oxybate placebo plus modafinil placebo, sodium oxybate plus modafinil placebo, modafinil plus sodium-oxybate placebo, or sodium oxybate plus modafinil. Sodium oxybate was administered as 6 g nightly for 4 weeks and was then increased to 9 g nightly for 4 additional weeks. The primary efficacy measure was the Maintenance of Wakefulness Test; secondary measures included the Epworth Sleepiness Scale, diary recordings, and the Clinical Global Impression-change scale.
Following the switch from modafinil to placebo, the mean average daytime sleep latency on the Maintenance of Wakefulness Test decreased from 9.74 minutes at baseline to 6.87 minutes after 8 weeks (p < .001). In the sodium-oxybate group, there was no decrease in sleep latency, suggesting that this drug was as efficacious in treating the excessive daytime sleepiness as the previously administered modafinil. In contrast, the sodium-oxybate/modafinil group demonstrated an increase in daytime sleep latency from 10.43 minutes to 13.15 minutes (p < .001), suggesting that this combination of drugs produced an additive effect. The sodium-oxybate group also demonstrated a decrease in median average Epworth Sleepiness Scale scores, from 15 to 12.0, whereas the sodium-oxybate/modafinil group decreased from 15.0 to 11.0 (for both, p < .001). The Clinical Global Impression-Change scale demonstrated similar results.
Sodium oxybate and modafinil are both effective for treating excessive daytime sleepiness in narcolepsy, producing additive effects when used together. Sodium oxybate is beneficial as both monotherapy and as adjunctive therapy for the treatment of excessive daytime sleepiness in narcolepsy.Adult Benzhydryl Compounds / administration & dosage Benzhydryl Compounds / therapeutic use* Central Nervous System Stimulants / administration & dosage Central Nervous System Stimulants / therapeutic use* Disorders of Excessive Somnolence / diagnosis Disorders of Excessive Somnolence / drug therapy* Disorders of Excessive Somnolence / epidemiology Double-Blind Method Drug Administration Schedule Drug Therapy, Combination Female Humans Male Modafinil Narcolepsy / diagnosis Narcolepsy / drug therapy* Narcolepsy / epidemiology Polysomnography Severity of Illness Index Sodium Oxybate / therapeutic use* Treatment Outcome Wakefulness / physiology",2006 Jul
Narcolepsy,Inhibitor,"The mechanism of action of the drug being evaluated is not mentioned in the article. Sodium oxybate is the drug being evaluated in the study, and its target of action is not specified. Similarly, there is no mention of any receptor subtype(s) that the drug is being evaluated with.",sodium oxybate,A pilot study on the effects of sodium oxybate on sleep architecture and daytime alertness in narcolepsy.,https://pubmed.ncbi.nlm.nih.gov/15586785/,"Mamelak M, Black J, Montplaisir J, Ristanovic R.",15586785,"To measure the effect of nocturnal sodium oxybate administration on sleep architecture in patients with narcolepsy.
Open-label study.
Four accredited sleep clinics.
25 adult patients with narcolepsy-cataplexy.
Patients were weaned from previously used anticataplectic medications and administered increasing nightly doses of sodium oxybate over a 10-week period: 4.5 g for 4 weeks, 6 g for 2 weeks, 7.5 g for 2 weeks, and 9 g for 2 weeks. The effect of sodium oxybate was measured using nocturnal polysomnograms, the Epworth Sleepiness Scale, the Maintenance of Wakefulness Test, and a narcolepsy symptoms questionnaire.
The nightly administration of sodium oxybate produced dose-related increases in slow-wave sleep and delta power, rapid eye movement sleep increased initially and then decreased in a dose-related manner, nocturnal awakenings decreased, and daytime sleep latency increased. Significant improvements in daytime symptoms were measured by the Maintenance of Wakefulness Test, the Epworth Sleepiness Scale, and the narcolepsy symptom questionnaire.
Nocturnal administration of sodium oxybate in patients with narcolepsy produces significant improvements in sleep architecture, which coincide with significant improvements in daytime functioning.Adjuvants, Anesthesia / administration & dosage* Administration, Oral Adult Central Nervous System Stimulants / administration & dosage Circadian Rhythm / drug effects* Delta Rhythm Dose-Response Relationship, Drug Drug Administration Schedule Drug Therapy, Combination Female Humans Male Middle Aged Narcolepsy / drug therapy* Pilot Projects Polysomnography / drug effects Sleep Stages / drug effects Sodium Oxybate / administration & dosage* Wakefulness / drug effects*",2004 Nov 1
Narcolepsy,Inhibitor,The article does not provide information on the mechanism of action or receptor subtype targeted by modafinil.,modafinil,Efficacy of modafinil in 10 Taiwanese patients with narcolepsy: findings using the Multiple Sleep Latency Test and Epworth Sleepiness Scale.,https://pubmed.ncbi.nlm.nih.gov/20705253/,"Yeh SB, Schenck CH.",20705253,"This is the first report describing the efficacy of modafinil therapy for narcolepsy in patients in Taiwan. The purpose of this study was to compare the objective Multiple Sleep Latency Test (MSLT) and the subjective Epworth Sleepiness Scale (ESS) for evaluating the efficacy of modafinil in treating excessive daytime sleepiness in patients with narcolepsy in Taiwan. Ten consecutive patients with narcolepsy-with-cataplexy who were treated with 200 mg/day modafinil for more than 6 months at our sleep center between January 2003 and December 2007 were included in this study. This comparative study was prompted by the requirement of the Bureau of National Health Insurance in Taiwan that modafinil users need to be followed up with MSLTs every 6-12 months. The mean age at onset of narcolepsy onset in these 10 patients was 11.8 +/- 3.3 years, and eight (80%) were male. We compared the differences in MSLT and ESS between baseline and follow-up at 6-12 months after starting modafinil therapy using paired t tests. ESS scores (p < 0.001) were considerably more sensitive than MSLT scores (p < 0.05) in documenting efficacy of modafinil and that the improvements in MSLT scores were minimal and remained in the pathologically sleepy range. These findings suggest that the ESS is a more sensitive and clinically meaningful tool to evaluate the efficacy of modafinil in narcolepsy.Adolescent Benzhydryl Compounds / administration & dosage* Child Female Follow-Up Studies Humans Male Modafinil Narcolepsy / drug therapy* Narcolepsy / physiopathology Polysomnography Sleep Stages Taiwan Young Adult",2010 Aug
Narcolepsy,Inhibitor,The mechanism of action of the drug JZP-110 is described as a wake-promoting agent. The article does not provide information about the specific target of the chemical reaction or receptor subtypes.,JZP-110,Identifying clinically important difference on the Epworth Sleepiness Scale: results from a narcolepsy clinical trial of JZP-110.,https://pubmed.ncbi.nlm.nih.gov/29031743/,"Scrima L, Emsellem HA, Becker PM, Ruoff C, Lankford A, Bream G, Khayrallah M, Lu Y, Black J.",29031743,"While scores ≤10 on the Epworth Sleepiness Scale (ESS) are within the normal range, the reduction in elevated ESS score that is clinically meaningful in patients with narcolepsy has not been established.
This post hoc analysis of a clinical trial of patients with narcolepsy evaluated correlations between Patient Global Impression of Change (PGI-C) and ESS. Data of adult patients with narcolepsy from a double-blind, 12-week placebo-controlled study of JZP-110, a wake-promoting agent, were used in this analysis. Descriptive statistics and receiver operating characteristic (ROC) analysis compared PGI-C (anchor measure) to percent change from baseline in ESS to establish the responder criterion from patients taking either placebo or JZP-110 (treatments).
At week 12, patients (n = 10) who reported being ""very much improved"" on the PGI-C had a mean 76.7% reduction in ESS score, and patients (n = 33) who reported being ""much improved"" on the PGI-C had a mean 49.1% reduction in ESS score. ROC analysis showed that patients who improved were almost exclusively from JZP-110 treatment group, with an area-under-the-curve of 0.9, and revealed that a 25% reduction in ESS (sensitivity, 81.4%; specificity, 80.9%) may be an appropriate threshold for defining a meaningful patient response to JZP-110 and placebo.
A ≥25% reduction in patients' subjective ESS score may be useful as a threshold to identify patients with narcolepsy who respond to JZP-110 treatment.Adult Area Under Curve Carbamates / therapeutic use* Double-Blind Method Female Humans Male Narcolepsy / diagnosis* Narcolepsy / drug therapy* Phenylalanine / analogs & derivatives* Phenylalanine / therapeutic use ROC Curve Severity of Illness Index* Treatment Outcome Wakefulness-Promoting Agents / therapeutic use*",2017 Oct
