Pub Med ID,Answers,MoA
25679135,The receptor(s) are: ionotropic N-methyl-d-aspartate. The subtype(s) are: N/A. The binding mode(s) are: antagonist. Therefore the mechanism of action is: ionotropic N-methyl-d-aspartate receptor antagonist.,Agonist
21508856,"The mechanism of action is the activation of metabotropic glutamate (mGlu) 2/3 receptors, through the prodrug LY2140023 monohydrate, which is converted to the potent mGlu 2/3 receptor agonist LY404039. The receptor subtype(s) targeted are mGlu 2/3. The study also included an active control, olanzapine, which is an antipsychotic agent targeting dopamine and serotonin receptors.",Agonist
11522468,The receptor(s) are: alpha-2a noradrenergic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: alpha-2a noradrenergic agonist. The drug being evaluated is guanfacine.,Agonist
23422399,The receptor(s) are: nicotinic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: nicotinic agonist.,Agonist
24401727,The receptor(s) are: glucagon-like peptide-1 (GLP-1) receptor. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: GLP-1 receptor agonist.,Agonist
1684439,The receptor(s) are: dopamine. The subtype(s) are: autoreceptors. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine autoreceptor agonist.,Agonist
21346734,The receptor(s) are: dopamine. The subtype(s) are: N/A. The binding mode(s) are: partial agonist. Therefore the mechanism of action is: dopamine partial agonist.,Agonist
34751928,"The drug(s) being evaluated are: TAAR1 agonist Ulotaront. The receptor(s) are: trace amine-associated receptor 1 (TAAR1) and dopamine D2 receptor. The subtype(s) are: N/A. The binding mode(s) are: agonist for TAAR1 and not specified for dopamine D2. Therefore, the mechanism of action is: TAAR1 agonist and potential action on dopamine D2 receptor.",Agonist
20130535,The receptor(s) are: dopamine. The subtype(s) are: D1 and D2. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine agonist targeting D(1) and D(2) receptors.,Agonist
31101513,"The receptor(s) are: serotonin and GABA. The subtype(s) are: not specified for serotonin, and for GABA it is presumed to be the GABAB receptor. The binding mode(s) are: agonist for both serotonin and GABA. Therefore the mechanism of action is: co-treatment with serotonin receptor agonist and GABAB receptor agonist. However, it should be noted that the article only mentions buspirone, which acts as a serotonin receptor agonist, and does not mention a specific GABAB receptor agonist.",Agonist
24022237,The receptor(s) are: nicotinic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is nicotinic receptor agonist.,Agonist
32513424,"The drugs being evaluated are NMDA receptor agonists/antagonists (D-cycloserine/dextromethorphan) and dopamine type 2 receptor agonists/antagonists (bromocriptine/haloperidol). The mechanism of action for NMDA receptor agonists/antagonists is modulation of glutamatergic neurotransmission, and the receptor subtype is NMDA. The mechanism of action for dopamine type 2 receptor agonists/antagonists is modulation of dopamine neurotransmission, and the receptor subtype is D2.",Agonist
7932282,"The drug being evaluated is RS 86, which is a muscarinic agonist. The receptor subtype(s) are muscarinic receptors. Therefore the mechanism of action is: muscarinic agonist.",Agonist
17299516,The receptor(s) are: serotonin. The subtype(s) are: 5-HT2A. The binding mode(s) are: agonist. Therefore the mechanism of action is: serotonin 5-HT2A receptor agonist.,Agonist
23081705,"There are no drugs being evaluated in this article. The study is investigating the effects of nicotine on social cognition, social competence, and self-reported stress in schizophrenia patients and healthy controls.",Agonist
1358231,"The drug being evaluated in this study is muscimol, a GABA agonist. The receptor subtype being targeted is the GABA-A receptor. Therefore, the mechanism of action is GABA-A receptor agonist.",Agonist
24613032,The receptor(s) are: 5-HT2C. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: 5-HT2C receptor agonist.,Agonist
2906947,The receptor(s) are: beta-adrenergic. The subtype(s) are: N/A. The binding mode(s) are: antagonist. Therefore the mechanism of action is: beta-adrenergic antagonists.,Agonist
15138435,"The article is not discussing the evaluation of a drug, but rather the effects of nicotine on cognitive deficits in schizophrenia. However, the article does mention that nicotine activates nicotinic receptors which have a pathophysiological role in schizophrenia.",Agonist
11806864,The mechanism of action is: agonist at brain N-methyl-D-aspartate receptors. The receptor subtype(s) are: NMDA receptors. The drug being evaluated is glycine.,Agonist
8830068,"The receptor(s) are: alpha 2-adrenergic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: alpha 2-adrenergic agonist. The antipsychotic agent being evaluated is haloperidol, and the alpha 2-adrenergic agonist being evaluated is clonidine.",Agonist
15817136,"The article is not specifically evaluating a drug's mechanism of action or receptor subtype(s). However, it does mention that clozapine is an atypical antipsychotic drug with multiple effects on glutamatergic activity.",Agonist
20363089,"There are no drugs mentioned in this article, therefore there is no mechanism of action or receptor subtype being evaluated.",Agonist
24035403,The receptor(s) are: metabotropic glutamate receptor 2/3. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: metabotropic glutamate receptor 2/3 agonist.,Agonist
22697191,The receptor(s) are: nicotinic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: nicotinic agonist.,Agonist
33932162,There are no drugs being evaluated in this study. The study is evaluating the effects of cannabis use and acute nicotine administration on sensory gating in the brain.,Agonist
35438304,"The mechanism of action is: delta-9 tetrahydrocannabinol (THC), the main psychoactive constituent of cannabis. The receptor(s) are: cannabinoid receptors. The subtype(s) are not specified in the article. Therefore the mechanism of action is: cannabinoid receptor agonist.",Agonist
24418213,"The article did not provide information on the mechanism of action or target of the chemical reaction for aripiprazole or risperidone. However, both drugs are classified as antipsychotic agents and are known to interact with dopamine receptors in the brain.",Agonist
29901250,The drug being evaluated in the study is citicoline (CDP-choline). There is no information provided about the specific receptors targeted by citicoline.,Agonist
11236073,"The receptor(s) are: 5-HT2A, 5-HT3, and alpha 2. The subtype(s) are: N/A. The binding mode(s) are: antagonist and indirect agonist. Therefore the mechanism of action is: antidepressant with antagonist properties at 5-HT2A, 5-HT3, and alpha 2 receptors as well as indirect 5-HT1a agonist effects.",Agonist
7916543,The receptor(s) are: dopamine autoreceptor. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine autoreceptor agonist.,Agonist
17306313,The mechanism of action is: indirect serotonergic agonist. The receptor(s) are: serotonin (5-HT). The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: indirect serotonin agonist.,Agonist
24655473,There are no drugs being evaluated in this study as it is investigating the efficacy and safety of electronic cigarettes in schizophrenic smokers.,Agonist
22645252,"The article is not discussing the evaluation of a specific drug, but rather the effects of dopaminergic modulation on cortico-subcortical network connectivity in healthy individuals. Therefore there is no relevant answer to this question.",Agonist
1411327,"There are no drugs being evaluated in this study, therefore there are no mechanisms of action or receptor subtypes mentioned.",Agonist
29194917,The receptor(s) are: GLP-1. The subtype(s) are: receptor agonists (specifically exenatide). The binding mode(s) are: agonist. Therefore the mechanism of action is: GLP-1 receptor agonist.,Agonist
1332094,"The mechanism of action is: serotonin receptor responsivity. The receptor(s) are: serotonin (5-hydroxytryptamine; 5HT) receptors. The subtype(s) are not specified. The binding mode(s) are: agonist. Therefore, MCPP is an agonist for serotonin receptors.",Agonist
21847569,The receptor(s) are: metabotropic glutamate. The subtype(s) are: mGlu₂/₃. The binding mode(s) are: agonist. Therefore the mechanism of action is: selective mGlu₂/₃ receptor agonist.,Agonist
23756608,The receptor(s) are: dopamine. The subtype(s) are: N/A. The binding mode(s) are: partial agonist. Therefore the mechanism of action is: dopamine-enhancing partial agonist.,Agonist
10849191,The receptor(s) are: adenosine and dopamine. The subtype(s) are: A2A and D2. The binding mode(s) are: uptake inhibitor. Therefore the mechanism of action is: adenosine uptake inhibitor.,Agonist
24667381,The mechanism of action is glucagon-like peptide-1 (GLP-1) receptor agonist. The receptor subtype is GLP-1 receptor.,Agonist
27956009,"The drug being evaluated in the study is varenicline, which is a nicotinic agonist. The target of the chemical reaction is the nicotinic acetylcholine receptor.",Agonist
2853397,"The drug being evaluated is baclofen, which is a direct GABA agonist. The receptor subtype being targeted is GABA-A. Therefore, the mechanism of action is GABA-A receptor agonism.",Agonist
32403118,"The mechanism of action is targeting the metabotropic glutamate receptor 2/3 (mGluR2/3) agonists. There are two drugs being evaluated: pomaglumetad and TS-134, both of which are mGluR2/3 agonists.",Agonist
10784481,The mechanism of action is glycine. The receptor subtype(s) are: glycine site agonists.,Agonist
17767166,The receptor(s) are: metabotropic glutamate 2/3 (mGlu2/3). The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: selective agonist for metabotropic glutamate 2/3 (mGlu2/3) receptors.,Agonist
22341370,"The mechanism of action is the endocannabinoid system, and the drug being evaluated is Δ9-tetrahydrocannabinol, which is an eCB agonist. There are not specific receptor subtypes mentioned in the abstract.",Agonist
33501595,The mechanism of action is the activation of the cannabinoid receptor. The article does not specify the subtype(s) of the receptor being evaluated.,Agonist
15602112,The receptor(s) are: serotonin. The subtype(s) are: 5-HT1D. The binding mode(s) are: agonist. Therefore the mechanism of action is: selective 5-HT1D agonist.,Agonist
1751620,"The drug being evaluated is m-chlorophenylpiperazine (MCPP), which is a serotonin (5-hydroxytryptamine, 5HT) agonist. The receptor(s) being targeted are 5HT receptors, but the specific subtype(s) are not mentioned in the article. Therefore, the mechanism of action is a general serotonin agonist.",Agonist
24399553,The receptor(s) are: nicotinic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: nicotinic agonist.,Agonist
8343034,"The drugs being evaluated are clozapine and fluphenazine. The mechanism of action is not explicitly mentioned in the article, but both drugs are classified as neuroleptics/antipsychotics and are known to block dopamine receptors. The article specifically explores the effects of these drugs on serotonin function in patients with schizophrenia. The target receptor subtype is the serotonin receptor.",Agonist
16123739,The receptor(s) are: NMDA and serotonin 5-HT2A. The subtype(s) are: N/A. The binding mode(s) are: antagonist for NMDA and agonist for 5-HT2A. Therefore the mechanism of action is: NMDA antagonist and serotonin 5-HT2A agonist.,Agonist
2576322,"There are no drugs being evaluated in this article. There is reference to neuroleptic treatment and caffeine, but the article is focused on the effects of these substances on smooth pursuit eye movements in schizophrenic patients.",Agonist
14732596,"The drug being evaluated is glycine, a glycine site agonist of the N-methyl-D-aspartate (NMDA) receptors. Therefore, the mechanism of action is NMDA receptor activation through glycine binding to its site. There are no specific receptor subtypes mentioned in the article.",Agonist
23694720,"The mechanism of action is a prodrug of metabotropic glutamate 2/3 receptor agonist, LY404039. The receptor subtype(s) are metabotropic glutamate 2/3 receptors. The binding mode(s) are agonist. Therefore the mechanism of action is a metabotropic glutamate 2/3 receptor agonist. Additionally, the article compares the safety and tolerability of LY2140023 with atypical antipsychotic standard of care (SOC), which includes olanzapine, risperidone, or aripiprazole, but does not provide specific information on the receptors targeted by these drugs.",Agonist
15677609,"There is no drug being evaluated in this study, so there is no mechanism of action or receptor subtype mentioned.",Agonist
103114,The receptor(s) are: dopamine. The subtype(s) are: N/A. The binding mode(s) are: agonist (piribedil) and antagonist (haloperidol). Therefore the mechanism of action is: a combination of dopamine agonist and antagonist leading to potentiation of extrapyramidal side effects.,Agonist
28984746,"The receptor(s) are: dopamine. The subtype(s) are: D2/D3. The binding mode(s) are: partial agonist/antagonist. Therefore the mechanism of action is: dopamine D2/D3 receptor partial agonist/antagonist. Specifically, the drug being evaluated is aripiprazole, which is a dopamine D3-preferring D2/D3 receptor partial agonist.",Agonist
12727131,There are no drugs being evaluated in this article. The study is examining the response of the dopamine and serotonin systems to the administration of the drugs apomorphine and d-fenfluramine in patients with schizophrenia and healthy controls.,Agonist
9050126,"The drugs being evaluated in this study are bromocriptine and haloperidol. Bromocriptine is a dopamine agonist, specifically a D2 receptor agonist, that blocks the growth hormone response. Haloperidol is an antipsychotic medication that works as a dopamine D2 receptor antagonist. Therefore, the mechanism of action for bromocriptine is D2 receptor agonist and GH response blocker, and for haloperidol is dopamine D2 receptor antagonist.",Agonist
20495134,The receptor(s) are: alpha7 nicotinic acetylcholine receptor. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: selective alpha7 neuronal nicotinic receptor agonist.,Agonist
15232337,The receptor(s) are: opioid. The subtype(s) are: N/A. The binding mode(s) are: antagonist. Therefore the mechanism of action is opioid antagonist.,Agonist
20860881,"The drug being evaluated in the article is risperidone, which acts as an antagonist to dopamine D2 receptors. The receptor subtype is D2, and the binding mode is antagonist.",Agonist
18480682,"The drug(s) being evaluated in this study are: Peony-Glycyrrhiza Decoction (PGD) and bromocriptine (BMT). 
There are no specific receptor subtypes mentioned in the article, but PGD is described as a herbal medicine with suppressive effects on prolactin (PRL) hyperactivities. BMT is a dopamine agonist that is widely used for PRL-secreting disorders. The mechanism of action for PGD is likely multifaceted due to its nature as an herbal preparation. Bromocriptine targets dopamine receptors. Therefore, the mechanism of action for each drug is: herbal medicine with suppressive effects on prolactin hyperactivities and dopamine agonist.",Agonist
15050867,"The article does not mention any drugs being evaluated, but it does discuss the effects of nicotine on brain function in schizophrenia patients.",Agonist
12372663,"The drug being evaluated is nicotine, which targets neuronal nicotinic receptors. The subtype(s) are alpha-7 nicotinic receptors. The binding mode(s) are agonist. Therefore the mechanism of action is: agonist of alpha-7 nicotinic receptors.",Agonist
11763004,"The drug being evaluated is olanzapine. The receptor being targeted is serotonin. The subtype being targeted is 5-HT2c. The binding mode is antagonist. Therefore, the mechanism of action of olanzapine is 5-HT2c antagonist.",Agonist
347574,The receptor(s) are: dopamine. The subtype(s) are not specified. The binding mode(s) is: agonist. Therefore the mechanism of action is dopamine receptor agonist.,Agonist
36104267,"The mechanism of action is DAAO (d-amino acid oxidase) inhibition, which leads to the elevation of d-serine levels and enhances NMDAR (N-methyl-d-aspartate receptor) functions. The drug being evaluated is sodium benzoate, which is a DAAO inhibitor. There is no specific receptor subtype mentioned in the article.",Agonist
16275807,The mechanism of action is NMDA receptor-enhancing agents. The receptor subtype(s) are: NMDA-glycine site agonists and glycine transporter-1 inhibitors. The specific drugs being evaluated are: sarcosine and D-serine as glycine transporter-1 inhibitors.,Agonist
16780811,"The mechanism of action is a Glycine transporter I inhibitor, specifically N-methylglycine (sarcosine). The target of the chemical reaction is the Glycine plasma membrane transport proteins which are being inhibited. Therefore, the receptor subtype(s) are GlyT-1.",Agonist
11166518,"The article is not discussing the evaluation of drugs, but rather studying the relationship between the cortisol response to apomorphine and treatment response in patients with schizophrenia. There are no drugs being evaluated with specific mechanisms of action or receptor subtypes mentioned.",Agonist
18272020,The receptor(s) are: mu-opioid. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: mu-opioid receptor agonist.,Agonist
18649072,The receptor(s) are: NMDA and serotonin. The subtype(s) are: NMDA antagonist and 5-HT2A agonist. The binding mode(s) are: antagonist and agonist. Therefore the mechanism of action is: NMDA antagonist and serotonin 5-HT2A agonist.,Agonist
26839321,"The receptor(s) are: dopamine, serotonin, and histamine-H1. The subtype(s) are: N/A. The binding mode(s) are: antagonist for olanzapine and agonist for betahistine at histamine-H1 receptors. Therefore, the mechanism of action is: betahistine as a centrally acting histamine-H1 agonist reduces olanzapine's effect on histamine receptors in the brain, leading to a decrease in olanzapine-induced weight gain and somnolence.",Agonist
11904128,"The drug being evaluated is donepezil. The mechanism of action is cholinesterase inhibition. The target of this chemical reaction is the breakdown of acetylcholine in the synaptic cleft. The receptor subtype(s) are nicotinic receptors, which are potentiated by allosteric ligands in an alternative treatment approach.",Agonist
22153972,The receptor(s) are: dopamine. The subtype(s) are: D3. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine D3-agonist.,Agonist
23059159,The receptor(s) are: dopamine and GABA. The subtype(s) are: D2 and GABA. The binding mode(s) are: antagonist (dopamine) and agonist (GABA). Therefore the mechanism of action is: dopamine antagonism combined with GABA agonist activity.,Agonist
16192841,The receptor(s) are: NMDA and dopamine. The subtype(s) are: N/A for NMDA and N/A for dopamine agonist. The binding mode(s) are: NMDA modulator and agonist for dopamine. Therefore the mechanism of action is: glutaminergic NMDA modulator and dopamine agonist.,Agonist
7831445,The receptor(s) are: serotonin. The subtype(s) are: 5HT1c. The binding mode(s) are: antagonist. Therefore the mechanism of action is: functional 5HT1c antagonist. The drugs being evaluated are haloperidol and clozapine.,Agonist
9193736,"The drug being evaluated is metachlorophenylpiperazine (m-CPP), which is a direct-acting postsynaptic serotonergic agonist. The mechanism of action is targeting serotonergic receptors. The subtype(s) of the receptor(s) are not specified in the article, but the drug is specifically mentioned as targeting central serotonergic receptors.",Agonist
2884555,The receptor(s) are: dopamine. The subtype(s) are: autoreceptor. The binding mode(s) are: antagonist. Therefore the mechanism of action is dopamine autoreceptor blockade.,Agonist
11302566,There are no drugs being evaluated in this article. The article discusses the measurement of dopamine receptor sensitivity and its correlation with psychopathological symptoms in various neuropsychiatric diseases.,Agonist
8959286,"There are no drugs being evaluated in this article, therefore there are no mechanism of action(s) or receptor subtype(s) to identify. This is a study on potential confounding effects of diet, caffeine, nicotine, and lorazepam on the stability of plasma and urinary homovanillic acid levels in patients with schizophrenia.",Agonist
3034188,"The drug(s) being evaluated are gamma-vinyl gamma-aminobutyric acid (GVG) and 4,5,6,7-tetrahydroisoxazolo-(5,4-c) pyridine-3-ol (THIP). The receptor(s) are: GABA-A. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: GABA agonist.",Agonist
21346001,"The drug being evaluated is pergolide, a dopamine agonist. The receptor being targeted is dopamine. The subtype(s) are not specified in the abstract. The binding mode is agonist. Therefore, the mechanism of action is dopamine agonist.",Agonist
11769825,The receptor(s) are: glutamate. The subtype(s) are: kainate/alpha-amino-3-hydroxy-5-methyl-4-isoxazolaproprionate and GABA. The binding mode(s) are: inhibitor for lamotrigine and antagonist/potentiator for topiramate. Therefore the mechanism of action is: glutamate excess release inhibitor for lamotrigine and glutamate kainate/alpha-amino-3-hydroxy-5-methyl-4-isoxazolaproprionate antagonist that potentiates GABA function for topiramate.,Agonist
9169302,The mechanism of action is not clearly stated in the article. Inositol is a simple polyol precursor in a second messenger system important in the brain.,Agonist
30374965,The mechanism of action is glucagon-like peptide-1 receptor agonist. The receptor subtype(s) are: GLP-1. The binding mode(s) are: agonist. Therefore the mechanism of action is: GLP-1 receptor agonist.,Agonist
23145385,The receptor(s) are: nicotinic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: nicotinic agonist.,Agonist
9952072,The receptor(s) are: sigma. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: sigma receptor agonist.,Agonist
209757,"There are no drugs being evaluated in this article, so there are no mechanism of action(s) or receptor subtype(s) mentioned.",Agonist
21901316,"The mechanism of action is the selective kappa opioid receptor agonist. The receptor subtype is the opioid receptor, specifically the kappa subtype.",Agonist
15309376,The receptor(s) are: NMDA glutamate and group II metabotropic glutamate. The subtype(s) are: N/A. The binding mode(s) are: antagonist for NMDA glutamate receptor and agonist for group II metabotropic glutamate receptor. Therefore the mechanism of action is: attenuation of the disruptive effects of NMDA glutamate receptor antagonist on working memory by pretreatment with group II metabotropic glutamate receptor agonist.,Agonist
22030715,"The drugs being evaluated are S-ketamine and psilocybin. The receptor(s) for S-ketamine are N-methyl-D-aspartate receptors (NMDAR) and for psilocybin are 5-hydroxytryptamine2A receptors (5-HT(2A)R). The binding mode(s) for S-ketamine are antagonist and for psilocybin are agonist. Therefore, the mechanism of action for S-ketamine is NMDAR antagonist and for psilocybin is 5-HT(2A)R agonist.",Agonist
23661634,The drug(s) being evaluated are a dopaminergic agonist (L-dopa) and a dopaminergic antagonist (haloperidol). The receptor(s) are: dopamine. The subtype(s) are not specified in the article. The binding mode(s) are: agonist for L-dopa and antagonist for haloperidol. Therefore the mechanism of action is: dopaminergic agonist and antagonist.,Agonist
19959243,The receptor(s) are: alpha-7 nicotinic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: alpha-7 nicotinic receptor agonist.,Agonist
18506387,"The drug being evaluated is apomorphine, a dopamine receptor agonist. The receptor subtype being targeted is not specified in the abstract.",Agonist
22167235,"There is no mention of any drug(s) being evaluated in this article. Instead, the article discusses the development of a new method to study dopaminergic neurotransmission using positron emission tomography (PET) with [1-(11)C]arachidonic acid as a marker of signal transduction coupled to cytosolic phospholipase A(2) (cPLA(2)). The study measures regional incorporation coefficients K(*) for AA and regional cerebral blood flow (rCBF) in response to the D(1)/D(2) agonist apomorphine in healthy male volunteers. The article postulates that [1-(11)C]AA PET may be useful for studying disturbances of dopaminergic neurotransmission in conditions such as Parkinson's disease and schizophrenia.",Agonist
10509182,"The drug being evaluated is dextroamphetamine, which is a central nervous system stimulant and a dopamine agent. The mechanism of action is to increase levels of dopamine and other monoamines in the brain. The article does not specify the receptor subtype targeted by dextroamphetamine.",Agonist
24099637,The drug(s) being evaluated are: levodopa and haloperidol. The receptor(s) are: dopamine. The subtype(s) are: N/A. The binding mode(s) are: agonist (levodopa) and antagonist (haloperidol). Therefore the mechanism of action is: dopamine agonist (levodopa) and dopamine antagonist (haloperidol).,Agonist
16478755,"For l-dopa, the mechanism of action is to act as a precursor of dopamine. The receptor subtype is not specified in the article. For bromocriptine, the mechanism of action is as a D2 agonist. The receptor subtype is D2.",Agonist
27028981,The receptor(s) are: histamine H1. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: histamine H1 receptor agonist.,Agonist
14997272,The drug being evaluated is nicotine. The receptor subtype(s) it targets are nicotinic acetylcholine receptors. The mechanism of action is a nicotinic partial agonist.,Agonist
16342002,The receptor(s) are: serotonin 5-HT2A and glutamate N-methyl-D-aspartate (NMDA). The subtype(s) are: N/A. The binding mode(s) are: agonist and antagonist respectively. Therefore the mechanism of action is: serotonin 5-HT2A agonist and glutamate N-methyl-D-aspartate (NMDA) antagonist.,Agonist
8532820,"The drug being evaluated is apomorphine, which is a dopamine agonist. The receptor subtype being targeted is not specified in the abstract.",Agonist
23936144,"The mechanism of action is the endocannabinoid system, specifically the agonist Δ9-tetrahydrocannabinol (THC). The receptor subtype(s) are the cannabinoid receptors.",Agonist
21956447,"The receptor(s) are: serotonin. The subtype(s) are: 5-HT2A/2C and 5-HT1A. The binding mode(s) are: antagonist (ketanserin) and agonist (psilocybin and psilocin). Therefore the mechanism of action is: ketanserin as a 5-HT2A/2C receptor antagonist attenuates the effects of psilocybin, a serotonergic hallucinogen which acts as a 5-HT2A/2C and 5-HT1A receptor agonist, on automatic and controlled inhibition processes.",Agonist
15358978,"The molecule being evaluated is the 5-HT1A receptor. The study is investigating the occupancy effect of clozapine at the 5-HT1A receptor, but clozapine is not the drug being evaluated in terms of mechanism of action. Therefore, there is no answer to the question regarding the mechanism of action and receptor subtype of the drug being evaluated in this article.",Agonist
23517178,The receptor(s) are: histamine H1 and H3. The subtype(s) are: N/A. The binding mode(s) are: agonist/antagonist. Therefore the mechanism of action is: histamine H3 antagonist/H1 agonist.,Agonist
15983000,"The receptor(s) are: adrenergic alpha. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: adrenergic alpha-agonist. Specifically, clonidine is being evaluated in this study.",Agonist
8914115,The drugs being evaluated are haloperidol and nicotine. The receptor(s) are: dopamine and nicotinic acetylcholine receptors. The subtype(s) are: N/A. The binding mode(s) are: antagonist (haloperidol) and agonist (nicotine). Therefore the mechanism of action is: dopamine receptor antagonist and nicotinic acetylcholine receptor agonist.,Agonist
19304859,"The drugs being evaluated in this study are dimethyltryptamine (DMT) and S-ketamine. The article mentions that DMT is a human 5HT(2A) agonist, while S-ketamine is an N-methyl-D-aspartic acid (NMDA) antagonist. Therefore, the mechanism of action for DMT is as a 5HT(2A) agonist, while the mechanism of action for S-ketamine is as an NMDA antagonist.",Agonist
9871845,The receptor(s) are: alpha and beta adrenergic receptors. The subtype(s) are: N/A. The binding mode(s) are: blocker. Therefore the mechanism of action is: combined alpha- and beta-adrenergic blocker.,Agonist
9160855,The mechanism of action is: alpha2-adrenergic. The receptor subtype(s) are: alpha2-adrenergic. The binding mode(s) are: agonist and antagonist. Therefore the drugs being evaluated are: clonidine (alpha2-adrenergic agonist) and mianserin (alpha2-adrenergic antagonist).,Agonist
30382354,The receptor(s) are: histaminergic. The subtype(s) are not specified but the article states that betahistine is a histaminergic agonist. The binding mode(s) are: agonist. Therefore the mechanism of action is: histaminergic agonist.,Agonist
10187997,The mechanism of action is: Central Nervous System Stimulants. The receptor subtype(s) are: dopamine. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine agonist. The drug being evaluated is methylphenidate.,Agonist
19487625,"The article is not evaluating a drug with a specific mechanism of action or receptor subtype. Rather, it is using positron emission tomography to examine the effects of antipsychotics (clozapine, risperidone, or olanzapine) on the high- and low-affinity states of D2 and D3 receptors. The study also explores the potential therapeutic role of D3 receptors in schizophrenia.",Agonist
25315828,The receptor(s) are: alpha-7 nicotinic acetylcholine. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: selective alpha-7 nicotinic acetylcholine receptor agonist.,Agonist
29167877,"There is no drug being evaluated in this article. Instead, the article is evaluating the utility of imaging-based biomarkers for glutamate-targeted drug development in psychotic disorders.",Agonist
15173845,"The drug being evaluated in this study is levodopa. The mechanism of action is to increase dopamine availability in the brain. The receptor subtype targeted is the dopamine receptor. However, the specific subtype(s) being affected is not mentioned in the article.",Agonist
23089076,"The mechanism of action is facilitation of NMDA receptor function. The drug being evaluated is glycine, which is a NMDA glycine-site agonist.",Agonist
30306671,"The drug(s) being evaluated in this study are: carbidopa/L-dopa and haloperidol. 
The receptor(s) are: dopamine. The subtype(s) are: D1 and D2. The binding mode(s) are: nonselective dopamine agonist and D2 antagonist. Therefore the mechanism of action is: indirect D1 stimulation via combined nonselective dopamine agonist and D2 antagonist.",Agonist
19154656,"The drug(s) being evaluated are: ketamine and haloperidol. 

For ketamine: 
The receptor(s) are: N-methyl-D-aspartate (NMDA). 
The subtype(s) are: N/A (as NMDA is a specific type of glutamate receptor). 
The binding mode(s) are: antagonist. Therefore the mechanism of action is: NMDA antagonist.

For haloperidol: 
The receptor(s) are: dopamine. 
The subtype(s) are: D2. 
The binding mode(s) are: antagonist. Therefore the mechanism of action is: dopamine D2 antagonist.",Agonist
20921890,"The receptor(s) are: dopamine and serotonin. The subtype(s) are: not specified, but the drug has a strong affinity for dopamine and serotonin receptors. The binding mode(s) are: agonist for GABA(A) and not specified for dopamine and serotonin receptors. Therefore, the mechanism of action is: a gamma aminobutyric acid (GABA) ester of perphenazine with strong affinity for dopamine and serotonin receptors, and agonist activity at GABA(A) receptors.",Agonist
31773210,"The drug being evaluated is F17464. The receptor(s) are: dopamine. The subtype(s) are: D3 and D2. The binding mode(s) are: antagonist. Therefore, the mechanism of action is: dopamine D3 receptor antagonist with relatively high D3 selectivity.",Agonist
16603132,The receptor(s) are: dopamine. The subtype(s) are: D1/D2. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine D1/D2 agonist (specifically pergolide).,Agonist
24612097,"The drug being evaluated is sarcosine, which is a glycine transporter I inhibitor. The target of the chemical reaction is the N-methyl-D-aspartate (NMDA) receptor glycine site. Therefore, the mechanism of action is the enhancement of the NMDA receptor-glycine cascade. There are no specific receptor subtypes mentioned in this article.",Agonist
9826114,"The receptor(s) are: dopamine. The subtype(s) are: D3 and autoreceptors. The binding mode(s) are: antagonist. Therefore, the mechanism of action is: D3 and autoreceptor-preferring dopamine antagonist.",Agonist
16806095,"The receptor(s) are: acetylcholinesterase. The subtype(s) are: N/A. The binding mode(s) are: inhibitor. Therefore, the mechanism of action is cholinesterase inhibitor with putative nicotinic agonist-like effects.",Agonist
30654644,"The mechanism of action is adrenergic alpha-2 receptor agonist, and the receptor subtype is alpha-2 adrenergic receptor. The drug being evaluated is guanfacine.",Agonist
