Pub Med ID,Answers
27139255,"A1: Duchenne muscular dystrophy
A2: Articulated Ankle Foot Orthosis (AFO)
A3: The mechanism of action of AFO is to prevent muscle contracture and prolong ambulation in patients with Duchenne muscular dystrophy (DMD).
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was not specified.
A6: The results of the clinical trial suggest that early daytime and night-time use of Articulated AFO can promote positive changes in gait parameters of DMD patients, when used before the functional deficit is too advanced.
A7: The clinical trial was done between 2016 and 2018."
21753160,"A1: Duchenne muscular dystrophy (DMD)
A2: Prednisone
A3: Prednisone is a steroid hormone that helps reduce inflammation and suppress the immune system.
A4: Yes, the clinical trial in the article was evaluated in 64 boys with DMD between the ages of 4 and 10.
A5: The clinical trial in the article was in Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between January 2017 and December 2018."
19156973,"Answer:
A1: Duchenne Muscular Dystrophy (DMD)
A2: Rocuronium
A3: Neuromuscular transmission
A4: Yes, 25 male patients (15 with DMD, 10 controls, aged 10-18 years) were studied.
A5: The clinical trial in the article was in Phase 1.
A6: The drug from the article resulted in alterations in the pharmacodynamics of rocuronium in patients with DMD, but the pharmacokinetics seemed to be similar to those in healthy adults.
A7: The clinical trial was done between 10-18 years."
32555695,"A1: Duchenne muscular dystrophy (DMD)
A2: Tadalafil
A3: Not specified
A4: Yes
A5: Phase 3
A6: Not specified
A7: Not specified"
28987470,"Answer to Q1: Duchenne Muscular Dystrophy (DMD)
Answer to Q2: Omega-3 long chain-Polyunsaturated Fatty Acids (ω-3 long chain-PUFA)
Answer to Q3: The mechanism of action is to reduce inflammatory markers in various disorders.
Answer to Q4: Yes, the clinical trial in the article was evaluated in boys with DMD (n = 36).
Answer to Q5: The phase of the clinical trial in the article was a placebo-controlled, double-blind, randomized trial.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done from June 2013 to December 2015."
31594858,
25907158,"Answer 1: Duchenne muscular dystrophy
Answer 2: Idebenone
Answer 3: Idebenone is an antioxidant that helps to reduce oxidative stress and improve mitochondrial function.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase of the clinical trial in the article was 3.
Answer 6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer 7: The clinical trial was done from October 2010 to October 2012."
25643053,"A1: Duchenne Muscular Dystrophy
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase 3.
A6: No drug is being evaluated in the article, so there is no result to report.
A7: The clinical trial in the article was done from October 2009 to October 2010."
33609476,"Answer:
A1: Progressive supranuclear palsy
A2: Tilavonemab (ABBV-8E12)
A3: Tilavonemab binds to the N-terminus of human tau.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in phase 2.
A6: No, the drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial was done between Dec 12, 2016, and Dec 31, 2018."
34385707,"A1: Progressive Supranuclear Palsy (PSP)
A2: Gosuranemab
A3: Anti-tau monoclonal antibody
A4: Yes
A5: Phase 3
A6: No, efficacy was not demonstrated on adjusted mean change of PSP Rating Scale score at week 52 between gosuranemab and placebo.
A7: The clinical trial was done from June 2017 to October 2020."
31270217,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP).
A2: The drug that is being evaluated is transcranial direct current stimulation (tDCS).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is the dorsolateral prefrontal cortex (DLPFC).
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was a sham-controlled double-blind crossover design.
A6: The drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between 2019 and 2020."
10078747,
23031506,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy and Parkinson's disease.
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The article does not mention any drug, so there is no result in terms of improvements in patients or success in its job.
A7: The date of the clinical trial is not specified in the article."
28158197,"A1: Progressive Supranuclear Palsy (PSP)
A2: The drug being evaluated is the robotic device Lokomat®.
A3: The mechanism of action of the robotic device Lokomat® is not specified in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase 2.
A6: The results of the clinical trial indicated that the use of the robotic device Lokomat® was not superior to the use of treadmill with visual cues and auditory feedbacks (treadmill-plus) in the context of an aerobic, multidisciplinary, intensive, motor-cognitive and goal-based rehabilitation treatment (MIRT) conceived for Parkinsonian patients.
A7: The clinical trial was done from April 2015 to April 2016."
28214797,
27324431,
27132501,"A1: Progressive Supranuclear Palsy (PSP)
A2: No drug is being evaluated in the article.
A3: Not applicable.
A4: Yes, PSP patients (n = 198) from the AL-108-231 trial were included.
A5: The clinical trial in the article was in Phase 3.
A6: The article does not mention the success of the drug in improving patients.
A7: The clinical trial in the article was done from the baseline and 52 week visits."
20576697,"Answer 1: The disease, indication, or medical condition being tested is multiple system atrophy (MSA) and progressive supranuclear palsy (PSP).
Answer 2: There is no drug being evaluated in the article.
Answer 3: There is no drug being evaluated in the article, so there is no mechanism of action.
Answer 4: No, the clinical trial in the article was not evaluated in humans.
Answer 5: The phase of the clinical trial in the article is not specified.
Answer 6: The article does not mention any drug, so it is not possible to determine if the drug resulted in improvements in patients and was successful in its job.
Answer 7: The clinical trial in the article does not specify a start and end date."
27136096,"A1: Progressive Supranuclear Palsy (PSP)
A2: Sodium Valproate (VPA)
A3: Inhibition of glycogen synthase kinase (GSK-3)
A4: Yes
A5: Double-blind, randomized, placebo-controlled trial
A6: No, there were no significant differences observed between VPA and placebo groups for the secondary endpoints.
A7: The clinical trial was done from baseline to 12 and 24 months."
1676832,"A1: Progressive Supranuclear Palsy (PSP)
A2: Idazoxan (IDA)
A3: Increases in norepinephrine neurotransmission
A4: Yes, nine patients with PSP
A5: Double-blind crossover protocol
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between START date and END date."
2802540,
31122495,"Answer 1: Progressive supranuclear palsy.
Answer 2: BIIB092.
Answer 3: BIIB092 binds to N-terminal tau.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase of the clinical trial in the article was 1b.
Answer 6: The results of the clinical trial are not yet known.
Answer 7: The clinical trial was done between October 2, 2015 and October 19, 2016."
2334303,"A1: Progressive Supranuclear Palsy
A2: Physostigmine
A3: Weak activation of frontal lobe representational knowledge
A4: No, the clinical trial was evaluated in patients with Progressive Supranuclear Palsy and age- and education-matched control subjects.
A5: The phase of the clinical trial was not specified in the article.
A6: The oral administration of physostigmine did not facilitate executive or attentional performance as evaluated by the tasks.
A7: The clinical trial was not specified in the article."
24954060,"A1: Progressive Supranuclear Palsy (PSP)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase 1.
A6: The results of the clinical trial in the article showed that psychiatric disturbances were more frequent in PSP patients than in healthy controls.
A7: The clinical trial in the article was conducted in 2014."
28436538,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP).
A2: The drug that is being evaluated for its efficacy or safety in the article is davunetide and tideglusib.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was phase II/III.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was done between 2010 and 2012 (NCT01110720, NCT01049399)."
27230855,"A1: Progressive Supranuclear Palsy (PSP)
A2: Rasagiline
A3: MAO-B inhibitor
A4: Yes
A5: Phase 3
A6: No, the drug did not result in improvements in patients and was not successful in its job.
A7: The clinical trial was done from 2018 to 2019."
24438512,"A1: Progressive Supranuclear Palsy (PSP)
A2: Autologous bone marrow (BM) mesenchymal stem cells (MSC)
A3: The MSCs are delivered to the affected brain regions of PSP patients where they can exert their beneficial effects through different mechanisms including the secretion of neurotrophic factors.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase I.
A6: The drug from the article has not yet been evaluated for its efficacy or safety, as the clinical trial is still ongoing.
A7: The clinical trial in the article started on June 2013 and is still ongoing."
8024262,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy.
A2: The drug that is being evaluated is scopolamine and physostigmine.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is cholinergic blockade and stimulation.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was not specified.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial was not specified in the article."
23928103,"Answer to Q1: Progressive Supranuclear Palsy (PSP)
Answer to Q2: Transcranial magnetic stimulation (TMS)
Answer to Q3: Cerebellar intermittent theta burst stimulation (iTBS)
Answer to Q4: Yes
Answer to Q5: The clinical trial in the article was in Phase 2.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done in 2014."
10447452,
28704733,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy.
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and its job was not specified.
A7: The clinical trial in the article was done in 2017."
24873720,"Answer 1: Progressive Supranuclear Palsy (PSP)
Answer 2: Davunetide
Answer 3: Promoting microtubule stability and reducing tau phosphorylation
Answer 4: Yes
Answer 5: Phase 2/3
Answer 6: No, the drug did not result in improvements in patients and was not successful in its job.
Answer 7: The clinical trial was done from 2011 to 2014 (NCT01110720)."
11227131,"A1: Progressive Supranuclear Palsy (PSP)
A2: Donepezil
A3: Cholinesterase inhibitor
A4: Yes
A5: 3
A6: No, donepezil was not effective on cognitive dysfunction and did not change ratings of daily living.
A7: Not specified in the article."
26182947,"A1: The disease, indication, or medical condition being tested is amyotrophic lateral sclerosis (ALS/MND), multiple sclerosis, Parkinson's disease and related disorders (multiple system atrophy progressive supranuclear palsy, MSA-PSP).
A2: The drug that is being evaluated for on its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase II.
A6: The drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from April 2017 to April 2019."
31710340,"A1: The disease, indication, or medical condition being tested is Alzheimer disease (AD) or the 4-repeat tauopathies (4RT) progressive supranuclear palsy (PSP) and corticobasal syndrome (CBS).
A2: The drug that is being evaluated for its efficacy or safety in the article is TPI-287 (abeotaxane).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is microtubule stabilization.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is phase 1.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial was done from December 20, 2013, through May 4, 2017"
11198487,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy.
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: The clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The results of the clinical trial in the article are not specified.
A7: The date of the clinical trial in the article is not specified."
24488721,"A1: Progressive Supranuclear Palsy (PSP)
A2: Tideglusib
A3: Glycogen synthase kinase-3 inhibition
A4: Yes
A5: Phase 2
A6: The clinical results showed no effect of tideglusib over placebo.
A7: The TAUROS trial was a multinational, phase 2, double-blind, placebo-controlled trial that ran from 2014 to 2018."
24532007,"A1: Progressive Supranuclear Palsy (PSP)
A2: Tideglusib
A3: GSK-3 inhibitor
A4: Yes
A5: Phase 3
A6: No, the drug did not result in improvements in patients and was not successful in its job.
A7: The clinical trial was done from October 2013 to April 2018."
7964696,
2252453,
11453049,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP) and corticobasal degeneration (CBD).
A2: The drug that is being evaluated is 99Tc(m)-ethyl cysteinate dimer (99Tc(m)-ECD).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is brain perfusion single photon emission computed tomography (SPET).
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article did not result in improvements in patients and its success is not mentioned.
A7: The start and end date of the clinical trial is not specified."
18948373,"A1: Progressive Supranuclear Palsy (PSP)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase 2.
A6: The treatment group showed significant improvements in stance time and walking speed, while the comparison group showed improvements in step length only. Moderate to large effects of the intervention were observed for the treatment group, and small effects were observed for the comparison group.
A7: The clinical trial was done in 2019."
18779957,"Answer to Q1: Progressive supranuclear palsy (PSP)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article is not specified.
Answer to Q6: The results of the clinical trial in the article are not specified.
Answer to Q7: The start and end date of the clinical trial in the article are not specified."
16531926,
18464278,"Answer 1: Progressive Supranuclear Palsy (PSP)
Answer 2: Coenzyme Q10 (CoQ10)
Answer 3: CoQ10 is a physiological cofactor of mitochondrial complex I
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase of the clinical trial in the article was Phase II.
Answer 6: The drug from the article resulted in slight but significant improvements in patients, suggesting that it was successful in its job.
Answer 7: The clinical trial in the article was done from October 2017 to April 2018."
9686773,"Answer: A1: Progressive Supranuclear Palsy 
A2: Efaroxan 
A3: Blockade of alpha-2 receptors 
A4: Yes 
A5: Crossover 
A6: No, the drug did not induce any significant change on any motor assessment criteria. 
A7: The clinical trial was done in a prospective randomized, double-blind, placebo-controlled, crossover, 12-week study."
15985570,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP), Parkinson disease (PD), and multiple-system atrophy of the Parkinson type (MSA-P).
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The article does not evaluate a drug, so there is no result in terms of improvements in patients or success in its job.
A7: The clinical trial in the article does not specify a start and end date."
8628467,"A1: Progressive Supranuclear Palsy (PSP)
A2: Tricyclic antidepressants and idazoxan
A3: Increasing central norepinephrine
A4: Yes
A5: Pilot Study
A6: Yes, one patient experienced a dramatic response, two were mildly improved, and two were unchanged.
A7: Not specified in the article."
19902813,"A1: Progressive supranuclear palsy.
A2: Rapid-rate repetitive transcranial magnetic stimulation.
A3: Stimulation of the motor cortex.
A4: Yes.
A5: The clinical trial in the article was in Phase 2.
A6: This resulted in modest and transient improvements, especially of the axial symptomatology.
A7: The clinical trial was done from START to END date not specified in the article."
9153522,
17718702,"Answer:
A1: Progressive Supranuclear Palsy (PSP)
A2: Gabapentin
A3: Gabapentin improves reflexive saccade inhibition in patients with PSP
A4: Yes
A5: Pilot Study
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done at inclusion and 5-weeks later."
9069478,"A1: The disease, indication, or medical condition being tested is idiopathic Parkinson's disease and progressive supranuclear palsy.
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was done in the year 2020."
20129321,"Answer:
A1: Progressive Supranuclear Palsy (PSP)
A2: Rivastigmine
A3: Inhibits both acetylcholinesterase and butyrylcholinesterase
A4: Yes
A5: Not specified
A6: Yes, a slight improvement in specific cognitive function was found
A7: Not specified"
20717064,"A1: The disease, indication, or medical condition being tested is Richardson's Syndrome (RS) and Progressive Supranuclear Palsy-Parkinsonism (PSP-P).
A2: The drug that is being evaluated is [2-[[2-[[[3-(4-chlorophenyl)-8-methyl-8-azabicyclo[3,2,1]oct-2-yl]methyl](2-mercaptoethyl)amino]ethyl]amino]ethanethiolato(3-)-N2,N2',S2,S2']oxo[1R-(exo-exo)])-[Tc] Technetium (Tc-TRODAT-1).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is dopamine transporter (DAT) and I-iodobenzamide D2 receptor.
A"
15242422,
1955905,
17587253,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP).
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The results of the clinical trial in the article are not specified.
A7: The start and end date of the clinical trial in the article are not specified."
3895032,"A1: Progressive Supranuclear Palsy (PSP)
A2: Amitriptyline and Desipramine
A3: The drugs are tricyclic agents that act on the nervous system.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in a double-blind, double-crossover manner, which is typically Phase 2.
A6: There was good correlation between the use of tricyclic agents and symptomatic improvement, although all patients remained disabled. Amitriptyline produced better overall improvement, whereas desipramine preferentially improved apraxia of eyelid opening.
A7: The clinical trial was done in the double-blind, double-crossover manner, so there is no specific start and end date."
9520070,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP).
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article is not specified, so it is not known if it resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was not specified, so there is no start and end date."
11502915,"A1: Progressive Supranuclear Palsy (PSP)
A2: Donepezil
A3: Acetylcholinesterase inhibitor
A4: Yes
A5: Double-blind, placebo-controlled crossover trial
A6: The findings suggest that acetylcholinesterase inhibitors such as donepezil have at best selective, modest effects on cognition in patients with PSP. In light of its deleterious effects on ADL/mobility, donepezil is not recommended for this patient population.
A7: The clinical trial was done between an unknown start date and an unknown end date."
6339985,"A1: The disease, indication, or medical condition being tested is Parkinson's disease and progressive supranuclear palsy (PSP).
A2: The drug being evaluated is pergolide.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article resulted in improvements in patients and was successful in its job.
A7: The start and end date of the clinical trial is not specified in the article."
19236979,
10869054,
27160012,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP).
A2: The drug that is being evaluated for its efficacy or safety in the article is bone marrow mesenchymal stromal cells (MSC).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is trophic, anti-apoptotic and regenerative effects.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase I.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from June 2013 to June 2015."
10987850,"Answer to Q1: Progressive supranuclear palsy (PSP)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: The mechanism of action being evaluated is mitochondrial DNA (mtDNA) aberration.
Answer to Q4: No, the clinical trial in the article was not evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article is not specified.
Answer to Q6: No, the drug from the article did not result in improvements in patients.
Answer to Q7: The clinical trial in the article does not have a specified start and end date."
10341115,"A1: Progressive Supranuclear Palsy (PSP)
A2: Physostigmine, a centrally active cholinesterase inhibitor
A3: Cholinergic stimulation
A4: Yes
A5: Double-blind placebo-controlled crossover trial
A6: No, there was no statistically significant improvement in oral motor functions or swallow durations
A7: Not specified"
33710299,"A1: The disease, indication, or medical condition being tested is frontotemporal lobar degeneration, including the behavioural variant frontotemporal dementia (bvFTD) and progressive supranuclear palsy.
A2: The drug that is being evaluated is tiagabine.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is GABA reuptake inhibition.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was double-blind placebo-controlled crossover.
A6: The drug from the article did result in improvements in patients and was successful in its job.
A7: The clinical trial was done in 2021."
16473371,"A1: The disease, indication, or medical condition being tested is Parkinson's disease (PD) and progressive supranuclear palsy (PSP).
A2: The drug being evaluated is (123)I-IPT.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is single photon emission tomography (SPECT).
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article did not result in improvements in patients and it is not known if it was successful in its job.
A7: The clinical trial in the article does not specify a start and end date."
24388506,
8595479,"A1: Progressive Supranuclear Palsy (PSP)
A2: Physostigmine
A3: Enhancement of brain cholinergic neurotransmission
A4: Yes
A5: Phase 2
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done in the year 2000."
12084439,"A1: The disease, indication, or medical condition being tested is Parkinson's disease (PD) and multiple system atrophy (MSA).
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article did not result in improvements in patients, as there is no drug being evaluated in the article.
A7: The clinical trial in the article was not done at a specific time, as it is not specified."
7964693,"A1: Progressive Supranuclear Palsy (PSP)
A2: Idazoxan (IDA)
A3: Adrenergic agonist
A4: Yes, two randomized double-blind, placebo controlled, crossover studies were conducted.
A5: Phase 2
A6: Approximately one half of patients enrolled in these studies showed statistically significant improvement in balance and manual dexterity while taking IDA compared to placebo.
A7: The clinical trial dates are not specified in the article."
34103532,
21830234,
34259071,"A1: The disease, indication, or medical condition being tested is Alzheimer's disease (AD), mild cognitive impairment (MCI), and progressive supranuclear palsy (PSP).
A2: The drug that is being evaluated is [18F]-JNJ-067.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is tau.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase 1.
A6: The drug from the article did not result in improvements in patients, as it was still in Phase 1.
A7: The clinical trial was done from 0-90 minutes post-injection."
15788274,
22079523,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy.
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and was not successful in its job, as it was not specified.
A7: The clinical trial in the article was done in 2011."
33544370,"A1: Progressive Supranuclear Palsy (PSP)
A2: Theta Burst Repetitive Transcranial Magnetic Stimulation (rTMS)
A3: rTMS is a non-invasive brain stimulation technique
A4: Yes, the clinical trial in the article was evaluated in 20 PSP patients
A5: The clinical trial in the article was in a crossover design
A6: Yes, active stimulation was associated with an increase in time without falls and device-extracted parameters revealed significant improvement in area, velocity, acceleration and jerkiness of sway in real versus sham stimulation.
A7: The clinical trial was done in 2021."
11553984,
30999060,
17545742,"Answer to Q1: The disease, indication, or medical condition being tested is Frontotemporal Dementia (FTD).
Answer to Q2: There is no drug being evaluated in the article.
Answer to Q3: There is no drug being evaluated in the article, so there is no mechanism of action.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article is not specified.
Answer to Q6: The drug from the article is not specified, so it is not possible to determine if it resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article does not specify a start and end date."
16772027,
12383407,
30201421,"A1: Progressive supranuclear palsy (PSP) -Richardson's Syndrome and Corticobasal Syndrome (CBS)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: No drug is being evaluated in the article, so there is no result to report.
A7: The clinical trial in the article does not specify a start and end date."
22192419,"A1: Progressive supranuclear palsy (PSP) and parkinsonian variant of multiple system atrophy (MSA-P) are being tested.
A2: The odor stick identification test for Japanese (OSIT-J) is being evaluated for its efficacy or safety.
A3: The mechanism of action of the OSIT-J is to detect olfactory deficits in patients with PD.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was not specified.
A6: The OSIT-J test was found to be potentially useful for detecting olfactory deficits in PD and for differentiating PD from MSA-P and PSP.
A7: The clinical trial was not specified in the article."
28874525,"A1: The disease, indication, or medical condition being tested is neurodegenerative diseases.
A2: The drug that is being evaluated for on its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was not done."
29282336,"A1: The disease, indication, or medical condition being tested is progressive supranuclear palsy (PSP).
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was done between 2017 and 2018."
23225274,
24321825,"Answer to Q1: The disease, indication, or medical condition being tested in the article is parkinsonism.
Answer to Q2: The drug that is being evaluated for its efficacy or safety in the article is F-FDG PET imaging.
Answer to Q3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is brain metabolism.
Answer to Q4: The clinical trial in the article was evaluated in humans.
Answer to Q5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
Answer to Q6: The drug from the article did result in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done in 2020."
24656713,"A1: The diseases, indications, or medical conditions being tested in the article are idiopathic Parkinson's disease (PD) and Progressive Supranuclear Palsy (PSP).
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The article does not discuss the results of the clinical trial, so it is not known if the drug resulted in improvements in patients and was successful in its job.
A7: The start and end dates of the clinical trial in the article are not specified."
17200869,
26449840,"A1: The disease, indication, or medical condition being tested is Parkinson's Disease. 
A2: There is no drug being evaluated in the article. 
A3: There is no drug being evaluated in the article, so there is no mechanism of action. 
A4: No, the clinical trial in the article was not evaluated in humans. 
A5: There is no drug being evaluated in the article, so there is no phase of the clinical trial. 
A6: There is no drug being evaluated in the article, so there are no results. 
A7: The clinical trial in the article was done in 2016."
14568810,"Answer to Q1: The disease, indication, or medical condition being tested is Parkinson disease (PD).
Answer to Q2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
Answer to Q3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
Answer to Q4: The clinical trial in the article was evaluated in humans.
Answer to Q5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
Answer to Q6: The drug from the article did not result in improvements in patients and its success is not specified.
Answer to Q7: The clinical trial in the article was done during a 2-year recruiting period."
